,est,naics,Zip,Borough,Neighborhood,Median Income,WhitePop,AfrAmPop,AsianPop,NativeAmPacificPop,OtherPop,MultiRacePop,LatPop,AlaskanAmerIndPop,TotalPop,Lat,Lng
606,7,713940,11103,Queens,Northwest Queens,65229.0,21627,690,5752,46,64,888,8954,15,38036,40.76303,-73.91426
607,7,713940,11103,Queens,Northwest Queens,65229.0,21627,690,5752,46,64,888,8954,15,38036,40.76303,-73.91426
608,7,713940,11103,Queens,Northwest Queens,65229.0,21627,690,5752,46,64,888,8954,15,38036,40.76303,-73.91426
609,7,713940,11103,Queens,Northwest Queens,65229.0,21627,690,5752,46,64,888,8954,15,38036,40.76303,-73.91426
610,7,713940,11103,Queens,Northwest Queens,65229.0,21627,690,5752,46,64,888,8954,15,38036,40.76303,-73.91426
611,3,713940,11104,Queens,Northwest Queens,63122.0,11648,270,5368, -   ,66,456,7917, -   ,25725,40.74403,-73.92119
612,3,713940,11104,Queens,Northwest Queens,63122.0,11648,270,5368, -   ,66,456,7917, -   ,25725,40.74403,-73.92119
613,3,713940,11104,Queens,Northwest Queens,63122.0,11648,270,5368, -   ,66,456,7917, -   ,25725,40.74403,-73.92119
614,3,713940,11105,Queens,Northwest Queens,68050.0,22640,799,5020, -   ,61,706,7963,99,37288,40.77683,-73.91037
615,3,713940,11105,Queens,Northwest Queens,68050.0,22640,799,5020, -   ,61,706,7963,99,37288,40.77683,-73.91037
616,3,713940,11105,Queens,Northwest Queens,68050.0,22640,799,5020, -   ,61,706,7963,99,37288,40.77683,-73.91037
617,1,713940,11106,Queens,Northwest Queens,60725.0,15872,2334,8434, -   ,571,1109,11753,38,40111,40.7614,-73.92806
499,3,713940,10302,Staten Island,Port Richmond,60968.0,6164,3116,1096,2,277,369,7506,9,18539,40.63115,-74.13699
500,3,713940,10302,Staten Island,Port Richmond,60968.0,6164,3116,1096,2,277,369,7506,9,18539,40.63115,-74.13699
501,3,713940,10302,Staten Island,Port Richmond,60968.0,6164,3116,1096,2,277,369,7506,9,18539,40.63115,-74.13699
526,1,713940,10310,Staten Island,Port Richmond,69838.0,9695,4801,1533, -   ,9,361,7309, -   ,23708,40.63245,-74.1167
897,2,713940,11691,Queens,Rockaways,42434.0,16065,28451,1846,62,272,577,18083, -   ,65356,40.601,-73.75582
898,2,713940,11691,Queens,Rockaways,42434.0,16065,28451,1846,62,272,577,18083, -   ,65356,40.601,-73.75582
899,1,713940,11692,Queens,Rockaways,45816.0,1890,11196,1193, -   ,312,309,5312,30,20242,40.59247,-73.79276999999999
900,2,713940,11694,Queens,Rockaways,77547.0,15846,1250,616, -   ,189,154,2895,53,21003,40.57847,-73.84172
901,2,713940,11694,Queens,Rockaways,77547.0,15846,1250,616, -   ,189,154,2895,53,21003,40.57847,-73.84172
503,7,713940,10306,Staten Island,South Shore,80025.0,40631,1438,3455, -   ,146,455,7874,22,54021,40.56962,-74.11691
504,7,713940,10306,Staten Island,South Shore,80025.0,40631,1438,3455, -   ,146,455,7874,22,54021,40.56962,-74.11691
505,7,713940,10306,Staten Island,South Shore,80025.0,40631,1438,3455, -   ,146,455,7874,22,54021,40.56962,-74.11691
506,7,713940,10306,Staten Island,South Shore,80025.0,40631,1438,3455, -   ,146,455,7874,22,54021,40.56962,-74.11691
507,7,713940,10306,Staten Island,South Shore,80025.0,40631,1438,3455, -   ,146,455,7874,22,54021,40.56962,-74.11691
508,7,713940,10306,Staten Island,South Shore,80025.0,40631,1438,3455, -   ,146,455,7874,22,54021,40.56962,-74.11691
509,7,713940,10306,Staten Island,South Shore,80025.0,40631,1438,3455, -   ,146,455,7874,22,54021,40.56962,-74.11691
510,1,713940,10307,Staten Island,South Shore,81356.0,13501,53,465, -   , -   ,52,1443,14,15528,40.50843,-74.24217
511,2,713940,10308,Staten Island,South Shore,91953.0,24852,282,1402, -   , -   ,151,3306,31,30024,40.5512,-74.15078000000001
512,2,713940,10308,Staten Island,South Shore,91953.0,24852,282,1402, -   , -   ,151,3306,31,30024,40.5512,-74.15078000000001
513,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
514,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
515,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
516,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
517,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
518,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
519,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
520,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
521,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
522,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
523,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
524,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
525,13,713940,10309,Staten Island,South Shore,100343.0,29114,185,1277, -   ,91,175,2683,135,33660,40.53309,-74.21446999999999
527,3,713940,10312,Staten Island,South Shore,90797.0,50340,664,3405,32,18,565,6011,23,61058,40.5435,-74.17707
528,3,713940,10312,Staten Island,South Shore,90797.0,50340,664,3405,32,18,565,6011,23,61058,40.5435,-74.17707
529,3,713940,10312,Staten Island,South Shore,90797.0,50340,664,3405,32,18,565,6011,23,61058,40.5435,-74.17707
554,5,713940,10461,Bronx,Southeast Bronx,55847.0,17795,3877,5815,41,111,455,22873,54,51021,40.84567,-73.84025
555,5,713940,10461,Bronx,Southeast Bronx,55847.0,17795,3877,5815,41,111,455,22873,54,51021,40.84567,-73.84025
556,5,713940,10461,Bronx,Southeast Bronx,55847.0,17795,3877,5815,41,111,455,22873,54,51021,40.84567,-73.84025
557,5,713940,10461,Bronx,Southeast Bronx,55847.0,17795,3877,5815,41,111,455,22873,54,51021,40.84567,-73.84025
558,5,713940,10461,Bronx,Southeast Bronx,55847.0,17795,3877,5815,41,111,455,22873,54,51021,40.84567,-73.84025
559,3,713940,10462,Bronx,Southeast Bronx,49962.0,9378,19290,10053, -   ,779,1668,37842,178,79188,40.843379999999996,-73.85973
560,3,713940,10462,Bronx,Southeast Bronx,49962.0,9378,19290,10053, -   ,779,1668,37842,178,79188,40.843379999999996,-73.85973
561,3,713940,10462,Bronx,Southeast Bronx,49962.0,9378,19290,10053, -   ,779,1668,37842,178,79188,40.843379999999996,-73.85973
572,5,713940,10465,Bronx,Southeast Bronx,74079.0,19834,3903,1503,7,136,248,18595,43,44269,40.82598,-73.81958
573,5,713940,10465,Bronx,Southeast Bronx,74079.0,19834,3903,1503,7,136,248,18595,43,44269,40.82598,-73.81958
574,5,713940,10465,Bronx,Southeast Bronx,74079.0,19834,3903,1503,7,136,248,18595,43,44269,40.82598,-73.81958
575,5,713940,10465,Bronx,Southeast Bronx,74079.0,19834,3903,1503,7,136,248,18595,43,44269,40.82598,-73.81958
576,5,713940,10465,Bronx,Southeast Bronx,74079.0,19834,3903,1503,7,136,248,18595,43,44269,40.82598,-73.81958
584,1,713940,10473,Bronx,Southeast Bronx,38924.0,1468,20822,1052, -   ,312,499,38195,183,62531,40.81926,-73.86059
585,1,713940,11004,Queens,Southeast Queens,93315.0,5252,1113,5832,42,56,602,2154,100,15151,40.74409,-73.71106999999999
870,1,713940,11411,Queens,Southeast Queens,87231.0,247,18153,65, -   ,115,245,1142,23,19990,40.69428,-73.73713000000001
871,1,713940,11413,Queens,Southeast Queens,83459.0,610,38195,572,82,372,594,2399,71,42895,40.6719,-73.75203
888,1,713940,11422,Queens,Southeast Queens,86996.0,1309,27804,689, -   ,161,514,2960,42,33479,40.66345,-73.73432
889,2,713940,11426,Queens,Southeast Queens,83376.0,6403,908,8917, -   ,148,432,4346,12,21166,40.73312,-73.72194
890,2,713940,11426,Queens,Southeast Queens,83376.0,6403,908,8917, -   ,148,432,4346,12,21166,40.73312,-73.72194
891,1,713940,11427,Queens,Southeast Queens,72874.0,4562,4954,7973, -   ,1014,1217,3999,90,23809,40.72801,-73.7505
726,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
727,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
728,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
729,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
730,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
731,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
732,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
733,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
734,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
735,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
736,11,713940,11223,Brooklyn,Southern Brooklyn,46310.0,44117,3078,19470,132,293,1633,11958,174,80855,40.59857,-73.97318
737,3,713940,11224,Brooklyn,Southern Brooklyn,31630.0,23308,9887,2654,9,241,482,8562,101,45244,40.577090000000005,-73.98646
738,3,713940,11224,Brooklyn,Southern Brooklyn,31630.0,23308,9887,2654,9,241,482,8562,101,45244,40.577090000000005,-73.98646
739,3,713940,11224,Brooklyn,Southern Brooklyn,31630.0,23308,9887,2654,9,241,482,8562,101,45244,40.577090000000005,-73.98646
748,6,713940,11229,Brooklyn,Southern Brooklyn,59287.0,51339,4214,18975,76,133,1364,9666,9,85776,40.60242,-73.94901
749,6,713940,11229,Brooklyn,Southern Brooklyn,59287.0,51339,4214,18975,76,133,1364,9666,9,85776,40.60242,-73.94901
750,6,713940,11229,Brooklyn,Southern Brooklyn,59287.0,51339,4214,18975,76,133,1364,9666,9,85776,40.60242,-73.94901
751,6,713940,11229,Brooklyn,Southern Brooklyn,59287.0,51339,4214,18975,76,133,1364,9666,9,85776,40.60242,-73.94901
752,6,713940,11229,Brooklyn,Southern Brooklyn,59287.0,51339,4214,18975,76,133,1364,9666,9,85776,40.60242,-73.94901
753,6,713940,11229,Brooklyn,Southern Brooklyn,59287.0,51339,4214,18975,76,133,1364,9666,9,85776,40.60242,-73.94901
770,7,713940,11235,Brooklyn,Southern Brooklyn,49653.0,58171,1818,11378, -   ,184,1389,7020,262,80222,40.583290000000005,-73.95443
771,7,713940,11235,Brooklyn,Southern Brooklyn,49653.0,58171,1818,11378, -   ,184,1389,7020,262,80222,40.583290000000005,-73.95443
772,7,713940,11235,Brooklyn,Southern Brooklyn,49653.0,58171,1818,11378, -   ,184,1389,7020,262,80222,40.583290000000005,-73.95443
773,7,713940,11235,Brooklyn,Southern Brooklyn,49653.0,58171,1818,11378, -   ,184,1389,7020,262,80222,40.583290000000005,-73.95443
774,7,713940,11235,Brooklyn,Southern Brooklyn,49653.0,58171,1818,11378, -   ,184,1389,7020,262,80222,40.583290000000005,-73.95443
775,7,713940,11235,Brooklyn,Southern Brooklyn,49653.0,58171,1818,11378, -   ,184,1389,7020,262,80222,40.583290000000005,-73.95443
776,7,713940,11235,Brooklyn,Southern Brooklyn,49653.0,58171,1818,11378, -   ,184,1389,7020,262,80222,40.583290000000005,-73.95443
660,7,713940,11209,Brooklyn,Southwest Brooklyn,69578.0,44924,1425,9000,35,144,1309,11053,60,67950,40.6243,-74.03
661,7,713940,11209,Brooklyn,Southwest Brooklyn,69578.0,44924,1425,9000,35,144,1309,11053,60,67950,40.6243,-74.03
662,7,713940,11209,Brooklyn,Southwest Brooklyn,69578.0,44924,1425,9000,35,144,1309,11053,60,67950,40.6243,-74.03
663,7,713940,11209,Brooklyn,Southwest Brooklyn,69578.0,44924,1425,9000,35,144,1309,11053,60,67950,40.6243,-74.03
664,7,713940,11209,Brooklyn,Southwest Brooklyn,69578.0,44924,1425,9000,35,144,1309,11053,60,67950,40.6243,-74.03
665,7,713940,11209,Brooklyn,Southwest Brooklyn,69578.0,44924,1425,9000,35,144,1309,11053,60,67950,40.6243,-74.03
666,7,713940,11209,Brooklyn,Southwest Brooklyn,69578.0,44924,1425,9000,35,144,1309,11053,60,67950,40.6243,-74.03
681,5,713940,11214,Brooklyn,Southwest Brooklyn,53151.0,43140,1131,34907,12,298,1309,13388,98,94283,40.60171,-73.99618000000001
682,5,713940,11214,Brooklyn,Southwest Brooklyn,53151.0,43140,1131,34907,12,298,1309,13388,98,94283,40.60171,-73.99618000000001
683,5,713940,11214,Brooklyn,Southwest Brooklyn,53151.0,43140,1131,34907,12,298,1309,13388,98,94283,40.60171,-73.99618000000001
684,5,713940,11214,Brooklyn,Southwest Brooklyn,53151.0,43140,1131,34907,12,298,1309,13388,98,94283,40.60171,-73.99618000000001
685,5,713940,11214,Brooklyn,Southwest Brooklyn,53151.0,43140,1131,34907,12,298,1309,13388,98,94283,40.60171,-73.99618000000001
746,2,713940,11228,Brooklyn,Southwest Brooklyn,63697.0,23581,298,14759,34,61,408,5461,74,44676,40.61853,-74.01111999999999
747,2,713940,11228,Brooklyn,Southwest Brooklyn,63697.0,23581,298,14759,34,61,408,5461,74,44676,40.61853,-74.01111999999999
872,4,713940,11414,Queens,Southwest Queens,72632.0,19825,745,1140, -   ,312,311,6870, -   ,29203,40.66152,-73.84438
873,4,713940,11414,Queens,Southwest Queens,72632.0,19825,745,1140, -   ,312,311,6870, -   ,29203,40.66152,-73.84438
874,4,713940,11414,Queens,Southwest Queens,72632.0,19825,745,1140, -   ,312,311,6870, -   ,29203,40.66152,-73.84438
875,4,713940,11414,Queens,Southwest Queens,72632.0,19825,745,1140, -   ,312,311,6870, -   ,29203,40.66152,-73.84438
876,4,713940,11415,Queens,Southwest Queens,65981.0,9506,1028,3896, -   ,108,542,4770,50,19900,40.70779,-73.83066
877,4,713940,11415,Queens,Southwest Queens,65981.0,9506,1028,3896, -   ,108,542,4770,50,19900,40.70779,-73.83066
878,4,713940,11415,Queens,Southwest Queens,65981.0,9506,1028,3896, -   ,108,542,4770,50,19900,40.70779,-73.83066
879,4,713940,11415,Queens,Southwest Queens,65981.0,9506,1028,3896, -   ,108,542,4770,50,19900,40.70779,-73.83066
880,2,713940,11416,Queens,Southwest Queens,61285.0,3630,1282,9163,26,425,816,12224,1,27567,40.68425,-73.85028
881,2,713940,11416,Queens,Southwest Queens,61285.0,3630,1282,9163,26,425,816,12224,1,27567,40.68425,-73.85028
882,1,713940,11417,Queens,Southwest Queens,69989.0,6547,1851,9681,7,1115,1069,12155, -   ,32425,40.67691,-73.84478
883,2,713940,11418,Queens,Southwest Queens,67003.0,6094,2711,10242, -   ,920,1407,17654,239,39267,40.69916,-73.83373
884,2,713940,11418,Queens,Southwest Queens,67003.0,6094,2711,10242, -   ,920,1407,17654,239,39267,40.69916,-73.83373
885,2,713940,11420,Queens,Southwest Queens,66220.0,2963,11375,14302,54,5935,2907,11356,504,49396,40.67505,-73.81548000000001
886,2,713940,11420,Queens,Southwest Queens,66220.0,2963,11375,14302,54,5935,2907,11356,504,49396,40.67505,-73.81548000000001
887,1,713940,11421,Queens,Southwest Queens,69053.0,7436,1279,8816, -   ,215,489,25257,75,43567,40.69303,-73.85611
497,2,713940,10301,Staten Island,Stapleton and St. George,55818.0,16424,9119,2312, -   ,126,1861,9589,20,39451,40.63176,-74.09111999999999
498,2,713940,10301,Staten Island,Stapleton and St. George,55818.0,16424,9119,2312, -   ,126,1861,9589,20,39451,40.63176,-74.09111999999999
502,1,713940,10304,Staten Island,Stapleton and St. George,54567.0,15418,10300,4019,14,197,832,10771,333,41884,40.61132,-74.08738000000001
716,2,713940,11220,Brooklyn,Sunset Park,42559.0,13911,1521,41705, -   ,291,822,42017,145,100412,40.64132,-74.01347
717,2,713940,11220,Brooklyn,Sunset Park,42559.0,13911,1521,41705, -   ,291,822,42017,145,100412,40.64132,-74.01347
286,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
287,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
288,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
289,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
290,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
291,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
292,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
293,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
294,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
295,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
296,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
297,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
298,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
299,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
300,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
301,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
302,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
303,18,713940,10021,Manhattan,Upper East Side,123842.0,34829,433,4756,112,53,1072,3512,216,44983,40.76846,-73.95888000000001
396,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
397,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
398,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
399,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
400,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
401,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
402,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
403,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
404,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
405,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
406,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
407,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
408,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
409,14,713940,10028,Manhattan,Upper East Side,119203.0,40971,489,4426, -   , -   ,874,3295,36,50091,40.775940000000006,-73.95254
458,2,713940,10044,Manhattan,Upper East Side,92623.0,4734,1485,3645, -   ,23,439,1619, -   ,11945,40.762409999999996,-73.94954
459,2,713940,10044,Manhattan,Upper East Side,92623.0,4734,1485,3645, -   ,23,439,1619, -   ,11945,40.762409999999996,-73.94954
460,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
461,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
462,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
463,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
464,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
465,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
466,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
467,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
468,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
469,10,713940,10065,Manhattan,Upper East Side,124322.0,24551,651,2178, -   ,17,298,1843,27,29565,40.76486,-73.95674
470,6,713940,10075,Manhattan,Upper East Side,129594.0,17774,292,960, -   ,10,580,3202, -   ,22818,40.77284,-73.95522
471,6,713940,10075,Manhattan,Upper East Side,129594.0,17774,292,960, -   ,10,580,3202, -   ,22818,40.77284,-73.95522
472,6,713940,10075,Manhattan,Upper East Side,129594.0,17774,292,960, -   ,10,580,3202, -   ,22818,40.77284,-73.95522
473,6,713940,10075,Manhattan,Upper East Side,129594.0,17774,292,960, -   ,10,580,3202, -   ,22818,40.77284,-73.95522
474,6,713940,10075,Manhattan,Upper East Side,129594.0,17774,292,960, -   ,10,580,3202, -   ,22818,40.77284,-73.95522
475,6,713940,10075,Manhattan,Upper East Side,129594.0,17774,292,960, -   ,10,580,3202, -   ,22818,40.77284,-73.95522
476,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
477,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
478,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
479,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
480,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
481,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
482,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
483,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
484,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
485,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
486,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
487,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
488,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
489,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
490,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
491,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
492,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
493,18,713940,10128,Manhattan,Upper East Side,111937.0,44357,2188,6097, -   ,197,2037,7867, -   ,62743,40.78133,-73.95034
338,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
339,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
340,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
341,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
342,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
343,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
344,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
345,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
346,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
347,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
348,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
349,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
350,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
351,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
352,23,713940,10023,Manhattan,Upper West Side,123951.0,44309,2060,6673, -   ,520,1167,6730,55,61514,40.77704,-73.98199
